Hrefno.,Resultid,Region|City,Amenties,HotelStar,Average Price per night,Tax and fees,Nights,Total price,Recommandation,Tripadvisor Rating
5250140137, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcxOQ--, Clear Lake - NASA Space Center - Kemah| Nassau Bay, pool(s)|restaurant(s),3,54,14.38,1,68.39,95, 
6622391243, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ5OA--, Clear Lake - NASA Space Center - Kemah| Nassau Bay, ,2,36,12.52,1,48.52,75, 
5281216342, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcyMg--, Clear Lake - NASA Space Center - Kemah| Nassau Bay, fitness center|business center|high-speed internet access,2.5,65,16.03,1,81.03, ,4.5
6684877546, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcxOA--, Cyfair| Jersey Village, complimentary breakfast|pool(s)|laundry facilities|high-speed internet access,2.5,39,12.36,1,51.36,75,3.5
5876450258, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcwOA--, Cyfair| Jersey Village, complimentary breakfast|fitness center|business center|laundry facilities|high-speed internet access,2,84,19.84,1,103.84, , 
5665017178, NTY2Nzk0MzIyMTo5Mzc0NzU5OTc0NA--, Deer Park| Deer Park, complimentary breakfast,2,41,13.42,1,54.42, ,4
6780402315, NTY2Nzk0MzIyMTo5Mzc0NzU5OTczNg--, Deer Park| Deer Park, complimentary breakfast|fitness center|pool(s)|business center|laundry facilities|high-speed internet access,3,72,21.32,1,93.32, ,3.5
6557391021, NTY2Nzk0MzIyMTo5Mzc0NzU5OTc0Nw--, Deer Park| Deer Park, smoke free rooms|complimentary breakfast|high-speed internet access,2.5,101,24.4,1,125.4, , 
5102794308, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ3OQ--, Downtown Houston| Houston, boutique hotel|fitness center|restaurant(s)|business center|high-speed internet access,4,60,16.42,1,76.42,80,4
5915170148, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ5NA--, Downtown Houston| Houston, fitness center|restaurant(s)|business center,3.5,65,17.12,1,82.12,90,3.5
5337208215, NTY2Nzk0MzIyMTo5Mzc0NzU5OTc0OQ--, East Houston - Cloverleaf| Jacinto City, complimentary breakfast|pool(s)|high-speed internet access,3,48,14.37,1,62.37,60, 
5725502990, NTY2Nzk0MzIyMTo5Mzc0NzU5OTczMw--, East Houston - Cloverleaf| Jacinto City, complimentary breakfast|fitness center|pool(s)|business center|laundry facilities|high-speed internet access,2.5,48,14.37,1,62.37, ,4
6005823969, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ2Nw--, East Houston - Cloverleaf| Jacinto City, complimentary breakfast|pool(s)|high-speed internet access,2,39,12.72,1,51.72,55,2.5
5503718192, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ3Mg--, East Houston - Cloverleaf| Jacinto City, pool(s),1,48,14.31,1,62.31, , 
5466378958, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcyOQ--, Houston Galleria| West University Place, fitness center|pool(s)|restaurant(s)|business center|high-speed internet access,4.5,86,21.82,1,107.82,95,4
6311720551, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ4NQ--, Houston Galleria| West University Place, fitness center|pool(s)|restaurant(s)|business center|high-speed internet access,4,66,17.45,1,83.45,90, 
6826774240, NTY2Nzk0MzIyMTo5Mzc0NzU5OTczMQ--, Houston Galleria| West University Place, smoke free rooms|fitness center|pool(s)|restaurant(s)|business center|laundry facilities|high-speed internet access,3.5,51,14.78,1,65.78,80,3.5
5228605800, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ3Mw--, Houston Galleria| West University Place, smoke free rooms|fitness center|pool(s)|business center,3,54,15.39,1,69.39,95,4
6976004765, NTY2Nzk0MzIyMTo5Mzc0NzU5OTczNA--, Houston Galleria| West University Place, laundry facilities,2,36,12.31,1,48.31,80, 
6377635642, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcxMA--, Houston Hobby Airport HOU| South Houston, pool(s)|laundry facilities,3,52,15.19,1,67.19,85, 
6145678716, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ4Nw--, Houston Hobby Airport HOU| South Houston, ,2,36,14.66,1,50.66, , 
6154605872, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcyNA--, Houston West - Energy Corridor| Spring Valley, fitness center|pool(s)|restaurant(s)|business center|high-speed internet access|tennis nearby,4,72,18.47,1,90.47,95,4
6873109558, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcyNg--, Houston West - Energy Corridor| Spring Valley, complimentary breakfast|business center|high-speed internet access,3,41,13.13,1,54.13,95, 
5758447688, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcyOA--, Houston West - Energy Corridor| Spring Valley, smoke free rooms|fitness center|pool(s)|business center|laundry facilities|high-speed internet access,3.5,58,16.01,1,74.01,95,4
6265186073, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ5Nw--, Houston West - Energy Corridor| Spring Valley, laundry facilities,2,29,11.08,1,40.08,75, 
6450262879, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ5Mw--, Houston West - Energy Corridor| Spring Valley, complimentary breakfast|fitness center|pool(s)|laundry facilities|high-speed internet access,2.5,47,14.16,1,61.16, ,3.5
6163833312, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ5Mg--, Houston West - Energy Corridor| Spring Valley, complimentary breakfast|high-speed internet access,1,36,12.19,1,48.19, ,3.5
6611349311, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcxMg--, La Porte| La Porte, high-speed internet access,2,36,12.31,1,48.31, , 
5547239451, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcwMg--, La Porte| La Porte, complimentary breakfast|fitness center|pool(s)|business center|high-speed internet access,2.5,94,23.17,1,117.17, , 
5373765382, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcwOQ--, League City - Dickinson| League City, complimentary breakfast|high-speed internet access,2,37,11.01,1,48.01, ,3.5
5169091983, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ4MQ--, Medical Center - Astrodome| VA Hospital, fitness center|pool(s)|restaurant(s)|golf nearby,3,53,15.19,1,68.19,85,3.5
6317272827, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ4MA--, Medical Center - Astrodome| VA Hospital, fitness center|pool(s)|laundry facilities,2.5,41,13.13,1,54.13,75,3
5905126294, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ4Mg--, Medical Center - Astrodome| VA Hospital, fitness center|pool(s)|restaurant(s)|business center|high-speed internet access|golf nearby,3.5,81,21.73,1,102.73,50,3
6425033219, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ4Mw--, Medical Center - Astrodome| VA Hospital, laundry facilities,2,42,13.34,1,55.34, , 
5580173560, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ2OA--, NW Houston - Brookhollow| Spring Valley, smoke free rooms|fitness center|pool(s)|restaurant(s)|laundry facilities|high-speed internet access|golf nearby,3.5,53,15.19,1,68.19,95,3.5
6156068735, NTY2Nzk0MzIyMTo5Mzc0NzU5OTczOQ--, NW Houston - Brookhollow| Spring Valley, fitness center|pool(s)|restaurant(s)|business center|laundry facilities,3,42,13.34,1,55.34,95,4
5205316034, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ4OQ--, NW Houston - Brookhollow| Spring Valley, fitness center|pool(s)|laundry facilities,2.5,35,12.11,1,47.11,80, 
6359090791, NTY2Nzk0MzIyMTo5Mzc0NzU5OTczNw--, NW Houston - Brookhollow| Spring Valley, suite|fitness center|kitchenette,2,32,11.49,1,43.49,65, 
6236859108, NTY2Nzk0MzIyMTo5Mzc0NzU5OTczOA--, NW Houston - Brookhollow| Spring Valley, complimentary breakfast|pool(s)|restaurant(s)|business center|laundry facilities|high-speed internet access,1,33,12.19,1,45.19, ,3
6607215284, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ3Ng--, Pasadena| Pasadena, fitness center|business center|laundry facilities|high-speed internet access,3,66,18.47,1,84.47, ,3.5
5341634627, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ3NQ--, Pasadena| Pasadena, complimentary breakfast|pool(s)|restaurant(s)|business center|laundry facilities|high-speed internet access,2.5,67,17.5,1,84.5, ,4
5179390846, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ3OA--, Pasadena| Pasadena, complimentary breakfast|pool(s)|high-speed internet access,2,50,13.4,1,63.4, ,3.5
5380872099, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ2Ng--, Pearland| Pearland, complimentary breakfast|fitness center|pool(s)|business center|laundry facilities|high-speed internet access,3,48,12.57,1,60.57,95,4
6445202890, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcxMQ--, Pearland| Pearland, smoke free rooms|complimentary breakfast|fitness center|pool(s)|laundry facilities|high-speed internet access|golf nearby,2.5,67,15.01,1,82.01, ,3.5
5065043328, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcxMw--, SW Houston - Sugar Land| Sugar Land, fitness center|pool(s)|restaurant(s)|laundry facilities|golf nearby,3,41,13.13,1,54.13,80,3.5
5408269951, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcxNg--, SW Houston - Sugar Land| Sugar Land, suite|smoke free rooms|fitness center|pool(s)|high-speed internet access,3.5,59,16.2,1,75.2,90,4.5
6264341074, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcyMQ--, SW Houston - Sugar Land| Sugar Land, complimentary breakfast|pool(s)|laundry facilities|high-speed internet access,2.5,39,12.72,1,51.72,75,3.5
5185860331, NTY2Nzk0MzIyMTo5Mzc0NzU1NjQ5OQ--, SW Houston - Sugar Land| Sugar Land, high-speed internet access,2,34,10.65,1,44.65,90, 
5793026199, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcwNQ--, SW Houston - Sugar Land| Sugar Land, complimentary breakfast,1,44,17.98,1,61.98, , 
5902223505, NTY2Nzk0MzIyMTo5Mzc0NzU5OTcxNw--, Washington Ave| Houston, complimentary breakfast,2,50,15.88,1,65.88, ,2.5
5606147523, NTY2Nzk0MzIyMTo5Mzc0NzU5OTc0Mg--, Willowbrook - Cypress Station| North Houston, laundry facilities,2,29,11.08,1,40.08,85, 
5716429882, NTY2Nzk0MzIyMTo5Mzc0NzU5OTc0Ng--, Willowbrook - Cypress Station| North Houston, complimentary breakfast|fitness center|pool(s)|business center|laundry facilities|high-speed internet access,2.5,43,12.6,1,55.6,85,3.5
6482240376, NTY2Nzk0MzIyMTo5Mzc0NzU5OTczNQ--, Willowbrook - Cypress Station| North Houston, fitness center|pool(s)|restaurant(s)|business center|laundry facilities,3,60,16.42,1,76.42,90,4
6134199292, NTY2Nzk0MzIyMTo5Mzc0NzU5OTc0MA--, Willowbrook - Cypress Station| North Houston, complimentary breakfast|pool(s)|business center,1,48,14.18,1,62.18, , 
