,,'Marriott at Glenpointe', 'Marriott Hotel Glenpointe Teaneck', 0.92682926829268297
,,'Courtyard at Yale', 'Courtyard Hotel Yale New Haven', 0.90322580645161288
,,'Renaissance Savery', 'Renaissance Savery Hotel Des Moines', 1.0
,,'La Quinta Inn and Suites', 'La Quinta Inn & Suites Fairfield (Texas)', 1.0
,,'Comfort Inn', 'Comfort Inn Austin', 1.0
,,'Residence Inn Santa Clarita Valencia', 'Residence Inn Valencia Santa Clarita', 0.98181818181818181
,,'Hawthorn Suites', 'Hawthorn Suites Missoula', 1.0
,,'Newport Marriott', 'Marriott Hotel Newport', 1.0
,,'Eldorado Hotel', 'Eldorado Hotel Santa Fe', 1.0
,,'Towneplace Suites', 'TownePlace Suites Colorado Springs', 1.0
,,'Residence Inn', 'Residence Inn National Harbor', 1.0
,,'Hyatt Regency', 'Hyatt Regency Hotel Atlanta', 1.0
,,'Beverly Hilton', 'Beverly Hilton Hotel Beverly Hills', 1.0
,,'Courtyard', 'Courtyard Hotel Huntsville', 1.0
,,'Holiday Inn San Clemente', 'Holiday Inn San Clemente', 1.0
,,'Courtyard North', 'Courtyard Hotel North Tampa', 1.0
,,'Residence Inn Universities at the Capitol', 'Residence Inn Universities Capitol Tallahassee', 0.90666666666666662
,,'Westin Oaks', 'Westin Oaks Hotel Houston', 1.0
,,'Staybridge Suites Maple Grove', 'Staybridge Suites Minneapolis Maple Grove', 0.98305084745762716
,,'Embassy Suites Airport', 'Embassy Suites Logan Airport Boston', 0.88
,,'Comfort Inn', 'Comfort Inn Boston', 1.0
,,'Springhill Suites', 'Springhill Suites State College', 1.0
,,'Courtyard', 'Courtyard Hotel New Orleans', 1.0
,,'Woodfin Hotel', 'Woodfin Hotel San Diego', 1.0
,,'Executive Hotel Vintage Court', 'Executive Hotel Vintage Court San Francisco', 1.0
,,'Renaissance', 'Renaissance Hotel Oklahoma City', 1.0
,,'Eisenhower Hotel', 'Eisenhower Hotel Gettysburg', 1.0
,,'Holiday Inn Presidential Conference Center', 'Holiday Inn Airport Conference Center Little Rock', 0.83544303797468356
,,'Hilton East Brunswick', 'Hilton Hotel East Brunswick', 1.0
,,'Staybridge Suites', 'Staybridge Suites Sorrento Mesa San Diego', 1.0
,,'Best Western Strawberry Inn and Suites', 'Best Western Strawberry Inn & Suites Knoxville', 1.0
,,'Residence Inn', 'Residence Inn Cincinnati Blue Ash', 1.0
,,'Omni Hotel at Independence Park', 'Omni Hotel Independence Park Philadelphia', 0.93617021276595747
,,'Extended StayAmerica', 'Extended Stay America Hotel Los Angeles', 0.97560975609756095
,,'Extended StayAmerica', 'Extended Stay America Hotel San Dimas', 0.97560975609756095
,,'Extended StayAmerica', 'Extended Stay America Hotel Simi Valley', 0.97560975609756095
,,'Extended StayAmerica', 'Extended Stay America Hotel San Jose (California)', 0.97560975609756095
,,'Extended StayAmerica', 'Extended Stay America Hotel West Valley City', 0.97560975609756095
,,'Extended StayAmerica', 'Extended Stay America Hotel Sandy (Utah)', 0.97560975609756095
,,'Hyatt Place', 'Hyatt Place Hotel Airport Albuquerque', 1.0
,,'Hyatt Place Universal', 'Hyatt Place Hotel Universal Orlando', 1.0
,,'Plaza Ocean Club', 'Plaza Ocean Club Hotel Daytona Beach', 1.0
,,'Holiday Inn Civic Center', 'Holiday Inn Civic Center San Francisco', 1.0
,,'Hampton Inn Madison Square Garden', 'Hampton Inn Manhattan Madison Square Garden New York City', 0.86842105263157898
,,'Courtyard Midtown East', 'Courtyard Hotel Midtown East New York City', 1.0
,,'Hilton Island Resort', 'Hilton Island Resort Galveston', 1.0
