delaware
,wilmington
,,newark - christiana
,,,eisenhower hotel,Eisenhower Hotel Gettysburg

,,,Hotel Matched : 3,Hotel Not Matched : 2

,clarion

,,,Hotel Matched : 0,Hotel Not Matched : 1

,philadelphia
,,cherry hill
,,,crowne plaza,Crowne Plaza Hotel Cherry Hill
,,,holiday inn cherry hill,Holiday Inn Cherry Hill
,,,residence inn cherry hill,Residence Inn Cherry Hill
,,,extended stayamerica cherry hill,Extended Stay America Hotel Cherry Hill

,,,Hotel Matched : 4,Hotel Not Matched : 1

,,mt. laurel
,,,westin mount laurel,Westin Hotel Mount Laurel
,,,courtyard,Courtyard Hotel Mount Laurel
,,,doubletree guest suites,Doubletree Guest Suites Mount Laurel
,,,hyatt place,Hyatt Place Hotel Mount Laurel
,,,marriott,Marriott Hotel Mount Laurel
,,,summerfield suites mt laurel,Hyatt Summerfield Suites Mount Laurel
,,,candlewood suites,Candlewood Suites Mount Laurel
,,,extended stay deluxe mt laurel,Extended Stay Deluxe Hotel Mount Laurel

,,,Hotel Matched : 8,Hotel Not Matched : 4

,,airport phl
,,,renaissance,Renaissance Airport Hotel Philadelphia
,,,hilton airport,Hilton Hotel Airport Philadelphia
,,,marriott,Marriott Hotel Airport Philadelphia
,,,aloft airport,Aloft Hotel Airport Philadelphia
,,,embassy suites,Embassy Suites Airport Philadelphia
,,,four points,Four Points Hotel Airport Philadelphia
,,,holiday inn stadium,Holiday Inn Stadium Philadelphia
,,,residence inn,Residence Inn Airport Philadelphia
,,,sheraton suites,Sheraton Suites Airport Philadelphia
,,,wyndham garden,Wyndham Garden Hotel Essington
,,,quality hotel airport not yet reported,Quality Inn Philadelphia Airport Lester
,,,extended stayamerica,Extended Stay America Hotel Airport Philadelphia
,,,extended stay deluxe,Extended Stay Deluxe Hotel Airport Philadelphia

,,,Hotel Matched : 13,Hotel Not Matched : 1

,,university area
,,,sheraton university,Sheraton University City Hotel Philadelphia

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,downtown
,,,hotel palomar,Hotel Palomar Philadelphia
,,,le meridien,Le Meridien Hotel Philadelphia
,,,loews,Loews Hotel Philadelphia
,,,omni hotel at independence park,Omni Hotel Independence Park Philadelphia
,,,sofitel,Sofitel Hotel Philadelphia
,,,westin,The Westin Hotel Philadelphia
,,,club quarters,Club Quarters Hotel Philadelphia
,,,crowne plaza,Crowne Plaza Hotel Downtown Philadelphia
,,,embassy suites,Embassy Suites Center City Philadelphia
,,,marriott philadelphia downtown,Marriott Hotel Downtown Philadelphia
,,,radisson warwick,Radisson Plaza Warwick Hotel Philadelphia
,,,sheraton city center,Sheraton Hotel City Center Philadelphia
,,,sheraton society hill,Sheraton Society Hill Hotel Philadelphia
,,,doubletree hotel,Doubletree Hotel Philadelphia
,,,four points,Four Points Hotel City Center Philadelphia
,,,hilton garden inn,Hilton Garden Inn Center City Philadelphia
,,,holiday inn historic district,Holiday Inn Historic District Philadelphia
,,,residence inn,Residence Inn Center City Philadelphia

,,,Hotel Matched : 18,Hotel Not Matched : 3

,,gloucester - runnemede - deptford
,,,holiday inn runnemede,Holiday Inn Runnemede

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,trevose - bensalem
,,,courtyard,Courtyard Hotel Bensalem
,,,crowne plaza,Crowne Plaza Hotel Philadelphia Feasterville-Trevose
,,,four points northeast,Four Points Hotel Northeast Philadelphia
,,,holiday inn,Holiday Inn Bensalem
,,,radisson,Radisson Hotel Northeast Trevose

,,,Hotel Matched : 5,Hotel Not Matched : 0

,,city line
,,,crowne plaza,Crowne Plaza Hotel City Avenue Philadelphia

,,,Hotel Matched : 1,Hotel Not Matched : 1

,breezewood
,,breezewood
,,,holiday inn express,Holiday Inn Express Breezewood

,,,Hotel Matched : 1,Hotel Not Matched : 0

,altoona - duncansville
,,altoona - duncansville
,,,courtyard altoona,Courtyard Hotel Altoona (Pennsylvania)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,williamsport
,,williamsport
,,,holiday inn,Holiday Inn Williamsport (Pennsylvania)
,,,best westernl,Best Western Inn Williamsport (Pennsylvania)
,,,days inn,Days Inn Williamsport (Pennsylvania)

,,,Hotel Matched : 3,Hotel Not Matched : 0

,state college
,,lemont - dale summit
,,,hampton inn state college,Hampton Inn State College

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,north
,,,fairfield inn,Fairfield Inn & Suites State College
,,,springhill suites,Springhill Suites State College
,,,holiday inn express williamsburg square,Holiday Inn Express Williamsburg Square State College

,,,Hotel Matched : 3,Hotel Not Matched : 1

,,south
,,,the atherton,The Atherton Hotel State College
,,,courtyard,Courtyard Hotel State College
,,,residence inn,Residence Inn State College

,,,Hotel Matched : 3,Hotel Not Matched : 0

,uniontown
,,uniontown
,,,fairfield inn,Fairfield Inn Uniontown (Pennsylvania)
,,,holiday inn,Holiday Inn Uniontown (Pennsylvania)

,,,Hotel Matched : 2,Hotel Not Matched : 0

,indiana
,,,holiday inn,Holiday Inn Indiana

,,,Hotel Matched : 1,Hotel Not Matched : 0

,erie
,,,hampton inn,Hampton Inn Erie
,,,springhill suites,SpringHill Suites Erie
,,,fairfield inn,Fairfield Inn Erie
,,,microtel inn,Microtel Inn Erie

,,,Hotel Matched : 4,Hotel Not Matched : 1

,harrisburg - york
,,harrisburg west
,,,courtyard mechanicsburg,Courtyard Hotel Harrisburg West Mechanicsburg
,,,radisson penn harris,Radisson Penn Harris Hotel & Convention Center Camp Hill
,,,country inn and suites,Country Inn & Suites Harrisburg West Mechanicsburg
,,,holiday inn west mechanicsburg,Holiday Inn Harrisburg West Mechanicsburg

,,,Hotel Matched : 4,Hotel Not Matched : 1

,,hershey
,,,best western hershey,Best Western Inn Hershey
,,,comfort inn hershey,Comfort Inn Park Hershey

,,,Hotel Matched : 2,Hotel Not Matched : 1

,,harrisburg
,,,crowne plaza,Crowne Plaza Hotel Hershey Harrisburg (Pennsylvania)
,,,four points,Four Points Hotel Harrisburg (Pennsylvania)
,,,holiday inn east,Holiday Inn East Airport Harrisburg (Pennsylvania)
,,,residence inn harrisburg hershey,Residence Inn Hershey Harrisburg (Pennsylvania)
,,,wyndham garden,Wyndham Garden Hotel Harrisburg
,,,best western inn and suites,Best Western Inn & Suites Harrisburg Airport Middletown (Pennsylvania)
,,,fairfield inn hershey,Fairfield Inn Hershey Harrisburg (Pennsylvania)
,,,holiday inn express east,Holiday Inn Express East Harrisburg (Pennsylvania)
,,,howard johnson,Howard Johnson Inn Harrisburg (Pennsylvania)
,,,la quinta,La Quinta Inn & Suites Airport Hershey Harrisburg (Pennsylvania)

,,,Hotel Matched : 10,Hotel Not Matched : 2

,,york
,,,holiday inn,Holiday Inn York (Pennsylvania)
,,,yorktowne hotel,Yorktowne Hotel York (Pennsylvania)

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,east

,,,Hotel Matched : 0,Hotel Not Matched : 1

,,carlisle
,,,residence inn,Residence Inn Harrisburg Carlisle (Pennsylvania)
,,,comfort suites,Comfort Suites Carlisle (Pennsylvania)
,,,days inn,Days Inn Carlisle (Pennsylvania)
,,,hampton inn carlisle,Hampton Inn Carlisle (Pennsylvania)
,,,howard johnson inn,Howard Johnson Inn Carlisle (Pennsylvania)

,,,Hotel Matched : 5,Hotel Not Matched : 0


florida
,,
,tallahassee
,,east
,,,staybridge suites,Staybridge Suites East Tallahassee

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,north
,,,holiday inn hotel and suites,Holiday Inn Hotel & Suites North Tallahassee
,,,four points,Four Points Hotel North Tallahassee
,,,comfort inn,Comfort Inn Tallahassee
,,,towneplace suites,TownePlace Suites Tallahassee

,,,Hotel Matched : 4,Hotel Not Matched : 1

,,south
,,,doubletree,Doubletree Hotel Tallahassee
,,,residence inn universities at the capitol,Residence Inn Universities Capitol Tallahassee
,,,la quinta,La Quinta Inn South Tallahasse

,,,Hotel Matched : 3,Hotel Not Matched : 2

,panama city beach
,,panama city beach

,,,Hotel Matched : 0,Hotel Not Matched : 1

,key largo
,,key largo
,,,holiday inn,Holiday Inn Key Largo
,,,hampton inn,Hampton Inn Manatee Bay Key Largo
,,,key west inn key largo,Key West Inn Key Largo
,,,ramada limited,Ramada Limited Hotel Key Largo

,,,Hotel Matched : 4,Hotel Not Matched : 5

,boca raton - deerfield beach
,,boca raton - north deerfield beach
,,,renaissance,Renaissance Hotel Boca Raton
,,,hilton deerfield beach,Hilton Hotel Boca Raton Deerfield Beach
,,,marriott boca raton,Marriott Hotel Center Boca Raton
,,,boca raton bridge hotel,Bridge Hotel Boca Raton
,,,residence inn,Residence Inn Boca Raton
,,,wyndham garden,Wyndham Garden Hotel Boca Raton
,,,springhill suites,Springhill Suites Boca Raton
,,,guest suites boca raton,Guest Suites Boca Raton
,,,plaza hotel and suites,Plaza Hotel & Suites Boca Raton
,,,homestead studio suites,Homestead Studio Suites Commerce Boca Raton

,,,Hotel Matched : 10,Hotel Not Matched : 2

,destin
,,,courtyard sandestin at grand boulevard,Courtyard Hotel Sandestin Grand Boulevard Destin
,,,residence inn at grand boulevard,Residence Inn Sandestin Grand Boulevard Destin
,,,extended stayamerica,Extended Stay America Hotel Destin

,,,Hotel Matched : 3,Hotel Not Matched : 4

,port richey
,,port richey
,,,days inn and suites,Days Inn & Suites Port Richey

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,eustis
,lake mary
,,lake mary
,,,marriott lake mary,Marriott Hotel Orlando Lake Mary
,,,courtyard,Courtyard Hotel Daytona Beach
,,,hyatt place,Hyatt Place Hotel Orlando Lake Mary
,,,candlewood suites,Candlewood Suites Lake Mary
,,,homestead studio suites,Homestead Studio Suites Heathrow Lake Mary
,,,homewood suites,Homewood Suites Lake Mary

,,,Hotel Matched : 6,Hotel Not Matched : 0

,,deltona
,,,holiday inn express,Holiday Inn Express Hotel and Suites Orange City

,,,Hotel Matched : 1,Hotel Not Matched : 0

,st. petersburg - clearwater
,,clearwater beach
,,,hyatt,Hyatt Regency Beach Resort Clearwater (Florida)
,,,hilton clearwater beach resort,Hilton Beach Resort Clearwater (Florida)
,,,holiday inn clearwater beach,Holiday Inn Hotel & Suites Clearwater (Florida)
,,,best western sea wake beach resort,Best Western Sea Wake Beach Resort Clearwater (Florida)

,,,Hotel Matched : 4,Hotel Not Matched : 2

,,clearwater
,,,holiday inn,Holiday Inn Express Hotel & Suites Clearwater (Florida)
,,,residence inn clearwater downtown,Residence Inn Downtown Clearwater

,,,Hotel Matched : 2,Hotel Not Matched : 5

,,st. petersburg beach - treasure island
,,,don cesar beach resort and spa,Don Cesar Beach Resort Saint Pete Beach
,,,tradewinds island grand,TradeWinds Island Grand Resort Saint Pete Beach
,,,bilmar beach resort,Bilmar Beach Resort Treasure Island
,,,sirata,Sirata Beach Resort Saint Pete Beach
,,,tradewinds sandpiper,TradeWinds Sandpiper Hotel & Suites Saint Pete Beach
,,,beachcomber beach resort and hotel,Beachcomber Beach Resort Saint Pete Beach
,,,postcard inn,Postcard Inn On The Beach Saint Pete Beach

,,,Hotel Matched : 7,Hotel Not Matched : 1

,,north clearwater - safety harbor
,,,safety harbor resort,Safety Harbor Resort and Spa

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,st. petersburg
,,,renaissance vinoy,Renaissance Vinoy Resort Saint Petersburg
,,,hotel indigo st petersburg,Hotel Indigo Saint Petersburg
,,,marriott st petersburg,Marriott Hotel Clearwater Saint Petersburg
,,,country inn and suites,Country Inn & Suites Pinellas Park

,,,Hotel Matched : 4,Hotel Not Matched : 2

,key west
,,key west
,,,resort  hyatt,Hyatt Beach House Resort Key West
,,,marriott beachside,Marriott Beachside Hotel Key West
,,,reach resort,Reach Resort Key West
,,,sheraton suites,Sheraton Suites Key West
,,,doubletree grand key resort,Doubletree Grand Key Resort Key West
,,,la concha crowne plaza,Crowne Plaza Hotel La Concha Key West
,,,fairfield inn,Fairfield Inn & Suites Key West
,,,holiday inn,Holiday Inn Key West
,,,travelodge suites key west,Travelodge Suites Key West
,,,days inn,Days Inn Key West

,,,Hotel Matched : 10,Hotel Not Matched : 2

,sebring
,,sebring
,,,four points chateau elan,Four Points Hotel Chateau Elan Sebring

,,,Hotel Matched : 1,Hotel Not Matched : 0

,panama city
,,panama city
,,,la quinta,La Quinta Inn & Suites Panama City (Florida)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,fort lauderdale
,,coral springs

,,,Hotel Matched : 0,Hotel Not Matched : 1

,,downtown
,,,renaissance,Renaissance Hotel Port Everglades Fort Lauderdale
,,,hilton ft lauderdale marina,Hilton Hotel Marina Fort Lauderdale
,,,embassy suites,Embassy Suites Fort Lauderdale
,,,hyatt place airport north,Hyatt Place Hotel Airport North Fort Lauderdale
,,,riverside hotel,Riverside Hotel Fort Lauderdale

,,,Hotel Matched : 5,Hotel Not Matched : 1

,,north
,,,marriott north,Marriott Hotel North Fort Lauderdale
,,,sheraton suites cypress creek,Sheraton Suites Cypress Creek Fort Lauderdale
,,,westin,Westin Hotel Fort Lauderdale
,,,hampton inn cypress creek,Hampton Inn Cypress Creek Fort Lauderdale
,,,extended stayamerica cypress creek andrews ave,Extended Stay America Hotel Cypress Creek Fort Lauderdale
,,,la quinta inn tamarac east,La Quinta Inn Tamarac East Fort Lauderdale
,,,crossland economy studios,Crossland Economy Studios Fort Lauderdale

,,,Hotel Matched : 7,Hotel Not Matched : 4

,,west ft. lauderdale - plantation
,,,renaissance fort lauderdale plantation westplantation,Renaissance Hotel Fort Lauderdale Plantation
,,,sheraton suites,Sheraton Suites Plantation
,,,courtyard weston,Courtyard Hotel Fort Lauderdale Plantation
,,,holiday inn hotel and suites sunrise,Holiday Inn Hotel & Suites Sunrise
,,,hyatt place plantation,Hyatt Place Hotel Plantation
,,,residence inn plantation,Residence Inn Fort Lauderdale Plantation
,,,holiday inn express plantation,Holiday Inn Express Hotel & Suites Plantation
,,,extended stayamerica plantation,Extended StayAmerica Hotel Fort Lauderdale Plantation
,,,homestead suites,Homestead Studio Suites Plantation Davie
,,,inverrary vacation resort,Inverrary Vacation Resort Fort Lauderdale

,,,Hotel Matched : 10,Hotel Not Matched : 5

,,pompano beach
,,,beachcomber resort,Beachcomber Resort & Villas Pompano Beach

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,miramar
,,,courtyard miramar,Courtyard Hotel Fort Lauderdale Miramar
,,,residence inn,Residence Inn Fort Lauderdale Miramar
,,,hilton garden inn,Hilton Garden Inn Miramar

,,,Hotel Matched : 3,Hotel Not Matched : 0

,,airport fll
,,,sheraton fort lauderdale airport,Sheraton Hotel Airport Dania Beach
,,,holiday inn airport,Holiday Inn Fort Lauderdale Airport Hollywood (Florida)
,,,summerfield suites airport south,Hyatt Summerfield Suites Fort Lauderdale Airport South Dania Beach
,,,la quinta inn,La Quinta Inn & Suites Ft. Lauderdale Airport Hollywood (Florida)
,,,springhill suites,SpringHill Suites Fort Lauderdale Airport Dania Beach

,,,Hotel Matched : 5,Hotel Not Matched : 4

,,hollywood
,,,crowne plaza,Crowne Plaza Hotel Hollywood (Florida)
,,,diplomat resort and spa,The Diplomat Golf Resort Hallandale Beach
,,,marriott hollywood beach,Marriott Beach Hotel Hollywood (Florida)
,,,westin diplomat resort and spa resort,The Westin Diplomat Resort & Spa Hollywood (Florida)
,,,best western hallandale beach,Best Western Hotel Hollywood Hallandale Beach
,,,hampton inn hallandale,Hampton Inn Aventura Hallandale Beach

,,,Hotel Matched : 6,Hotel Not Matched : 2

,,beach
,,,b ocean,B Ocean Fort Lauderdale Hotel
,,,sunrise beach inn,Sunrise Beach Inn Fort Lauderdale
,,,hyatt pier,Hyatt Regency Pier Sixty-Six Resort Fort Lauderdale
,,,il lugano suites,Il Lugano Suite Hotel Fort Lauderdale
,,,marriott harbor beach resort resort,Harbor Beach Marriot Resort Fort Lauderdale
,,,w hotel ft lauderdale,W Hotel Fort Lauderdale
,,,westin beach resort,The Westin Beach Resort Fort Lauderdale
,,,bahia mar beach resort,Bahia Mar Beach Resort Fort Lauderdale
,,,sheraton fort lauderdale beach,Sheraton Beach Hotel Fort Lauderdale
,,,ocean sky hotel and resort,Ocean Sky Resort Fort Lauderdale
,,,avalon waterfront inn,Avalon Waterfront Inns Fort Lauderdale
,,,fort lauderdale beach resort,Fort Lauderdale Beach Resort

,,,Hotel Matched : 12,Hotel Not Matched : 4

,ocala
,,ocala
,,,courtyard,Courtyard Hotel Ocala
,,,hilton,Hilton Hotel Ocala
,,,holiday inn ocala,Holiday Inn Express Midtown Ocala
,,,fairfield inn,Fairfield Inn Ocala
,,,best western,Best Western Park Centre Hotel Ocala
,,,howard johnson inn,Howard Johnson Inn Ocala

,,,Hotel Matched : 6,Hotel Not Matched : 0

,,silver springs
,,,hoilday inn express and suites,Holiday Inn Express Hotel & Suites Silver Springs
,,,days inn,Days Inn Silver Springs

,,,Hotel Matched : 2,Hotel Not Matched : 0

,crystal river
,,crystal river
,,,holiday inn express,Holiday Inn Express Crystal River

,,,Hotel Matched : 1,Hotel Not Matched : 0

,pensacola
,,university mall - pensacola north
,,,residence inn,Residence Inn Downtown Pensacola
,,,courtyard,Courtyard Hotel Pensacola
,,,extended stay america,Extended Stay America Hotel University Mall Pensacola
,,,quality inn pensacola,Quality Inn Pensacola

,,,Hotel Matched : 4,Hotel Not Matched : 3

,,west
,,,country inn and suites,Country Inn & Suites West Pensacola

,,,Hotel Matched : 1,Hotel Not Matched : 0

,gainesville
,,west
,,,best western gateway grand,Best Western Gateway Grand Hotel Gainesville
,,,la quinta,La Quinta Inn & Suites Fort Pierce
,,,fairfield inn,Fairfield Inn Gainesville

,,,Hotel Matched : 3,Hotel Not Matched : 0

,,university
,,,courtyard,Courtyard Hotel Gainesville
,,,springhill suites,Springhill Suites Gainesville
,,,extended stayamerica i,Extended Stay America Hotel Gainesville

,,,Hotel Matched : 3,Hotel Not Matched : 2

,daytona beach
,,south ormond beach - speedway north
,,,holiday inn lpga,Holiday Inn LPGA Boulevard Daytona Beach

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,daytona beach shores - south
,,,the shores resort and spa,The Shores Resort Daytona Beach
,,,acapulco hotel and resort,Acapulco Hotel and Resort Daytona Beach
,,,inn on the beach,Inn On The Beach Daytona Beach

,,,Hotel Matched : 3,Hotel Not Matched : 1

,,daytona beach - ormond beach

,,,Hotel Matched : 0,Hotel Not Matched : 4

,,speedway - airport dab
,,,courtyard,Courtyard Hotel Daytona Beach

,,,Hotel Matched : 1,Hotel Not Matched : 1

,fort pierce
,,fort pierce
,,,la quinta inn and suites,La Quinta Inn & Suites Fort Pierce
,,,royal inn beach hotel,Royal Inn Beach Hotel Fort Pierce

,,,Hotel Matched : 2,Hotel Not Matched : 0

,cocoa beach - merritt island
,,cape canaveral
,,,radisson resort at the port,Radisson Resort Port Cape Canaveral
,,,country inn and suites,Country Inn & Suites Cape Canaveral

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,cocoa beach
,,,hilton,Hilton Hotel Oceanfront Cocoa Beach
,,,la quinta inn,La Quinta Inn Cocoa Beach
,,,international palms resort,International Palms Resort Cocoa Beach
,,,holiday inn,Holiday Inn Express Hotel & Suites Cocoa Beach

,,,Hotel Matched : 4,Hotel Not Matched : 1

,,titusville
,,,comfort inn,Comfort Inn & Suites Eustis

,,,Hotel Matched : 1,Hotel Not Matched : 3

,saint augustine
,,beach area
,,,la fiesta ocean inn and suites,La Fiesta Ocean Inn & Suites Saint Augustine
,,,super,Super 8 Motel Beach Saint Augustine

,,,Hotel Matched : 2,Hotel Not Matched : 1

,,northwest
,,,courtyard,Courtyard Hotel Saint Augustine

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,historic area
,,,holiday inn hotel and suites,Holiday Inn Hotel & Suites Saint Augustine
,,,ramada historic hotel,Ramada Inn Historic Downtown Saint Augustine

,,,Hotel Matched : 2,Hotel Not Matched : 2

,disney south
,,davenport
,,,quality inn,Quality Inn Maingate Four Corners Davenport (Florida)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,jensen beach
,,jensen beach
,,,courtyard,Courtyard Hotel Jensen Beach South Hutchinson Island

,,,Hotel Matched : 1,Hotel Not Matched : 0

,lake city - jasper
,,lake city
,,,holiday inn,Holiday Inn Hotel & Suites Lake City
,,,days inn,Days Inn Lake City

,,,Hotel Matched : 2,Hotel Not Matched : 0

,brooksville
,,brooksville
,,,days inn,Days Inn Brooksville

,,,Hotel Matched : 1,Hotel Not Matched : 0

,sarasota
,,downtown - airport
,,,hyatt sarasota,Hyatt Place Hotel Brandenton Airport Sarasota
,,,courtyard,Courtyard Hotel Bradenton Sarasota
,,,holiday inn airport,Holiday Inn Airport Sarasota
,,,hyatt place,Hyatt Place Hotel Brandenton Airport Sarasota
,,,residence inn,Residence Inn Bradenton Sarasota
,,,springhill suites,Springhill Suites Sarasota

,,,Hotel Matched : 6,Hotel Not Matched : 0

,,east
,,,americinn,AmericInn Hotel & Suites Sarasota

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,venice
,,,fairfield inn and suites,Fairfield Inn & Suites Venice (Florida)
,,,holiday house venice,Holiday House Venice (Florida)

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,siesta key
,,,siesta beach resort and suites,Siesta Beach Resort And Suites Siesta Key

,,,Hotel Matched : 1,Hotel Not Matched : 0

,okeechobee
,,,travelodge suites,Travelodge Suites Okeechobee

,,,Hotel Matched : 1,Hotel Not Matched : 0

,palm beach
,,palm beach
,,,bradley park hotel,Bradley Park Hotel Palm Beach (Florida)
,,,fairfield inn,Fairfield Inn & Suites Palm Beach (Florida)

,,,Hotel Matched : 2,Hotel Not Matched : 2

,,airport pbi - lakes
,,,crowne plaza,Crowne Plaza Hotel West Palm Beach
,,,hilton airport,Hilton Garden Inn Airport West Palm Beach
,,,hyatt place,Hyatt Place Hotel Downtown West Palm Beach
,,,marriott west palm beach,Marriott Hotel West Palm Beach
,,,best western palm beach lakes,Best Western Hotel Airport West Palm Beach
,,,la quinta inn and suites,La Quinta Inn and Suites West Palm Beach

,,,Hotel Matched : 6,Hotel Not Matched : 2

,,west
,,,courtyard,Courtyard Hotel West Palm Beach
,,,residence inn,Residence Inn West Palm Beach

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,north palm beach oceanfront - singer island
,,,crowne plaza,Crowne Plaza Hotel La Concha Key West
,,,hilton oceanfront,Hilton Oceanfront Resort Singer Island
,,,marriott singer island,Palm Beach Marriott Resort Singer Island
,,,palm beach shores resort and vacation villas,Palm Beach Shores Resort & Vacation Villas Singer Island

,,,Hotel Matched : 4,Hotel Not Matched : 1

,,jupiter
,,,farifield inn,Fairfield Inn & Suites West Palm Beach Jupiter

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,gardens
,,,doubletree,Doubletree Hotel Palm Beach Gardens
,,,marriott,Marriott Hotel Palm Beach Gardens

,,,Hotel Matched : 2,Hotel Not Matched : 1

,lady lake
,,lady lake
,,,the villages waterfront inn,Waterfront Inn The Villages

,,,Hotel Matched : 1,Hotel Not Matched : 0

,st. petersburg-clearwater
,,belleair
,,,belleview biltmore resort,Belleview Biltmore Resort Clearwater (Florida)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,vero beach
,,vero beach
,,,vero beach resort and spa,The Driftwood Resort Vero Beach

,,,Hotel Matched : 1,Hotel Not Matched : 0

,ft. myers - naples
,,sanibel - captiva island
,,,holiday inn sanibel,Holiday Inn Sanibel Island

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,north - i-75 area
,,,holiday inn express,Holiday Inn Express Hotel & Suites West Fort Myers

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,i-75 area
,,,fairfield inn and suites naples,Fairfield Inn & Suites Naples (Florida)

,,,Hotel Matched : 1,Hotel Not Matched : 3

,,marco island
,,,resort hilton beach resort,Hilton Beach Resort Marco Island
,,,resort marriott,Marriott Beach Resort Marco Island

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,bonita springs
,,,resort hyatt regency coconut point resort and spa,Hyatt Regency Coconut Point Resort Bonita Springs
,,,holiday inn express,Holiday Inn Express Hotel & Suites Bonita Springs
,,,hyatt place coconut point,Hyatt Place Hotel Coconut Point Estero
,,,trianon bonita bay,Trianon Hotel Bay Bonita Springs

,,,Hotel Matched : 4,Hotel Not Matched : 0

,,south - airport rsw
,,,and gulf coast town center,Courtyard Hotel Gulf Coast Town Center Fort Myers
,,,holiday inn airporttown center,Holiday Inn Airport Town Center Fort Myers
,,,best western airport inn,Best Western Airport Inn Fort Myers

,,,Hotel Matched : 3,Hotel Not Matched : 0

,,fort myers
,,,courtyard,Courtyard Hotel Cape Coral Fort Myers
,,,ft myersnaples fort myers crowne plaza fort at bell tower shops,Crowne Plaza Hotel Bell Tower Shops Fort Myers
,,,fairfield inn,Fairfield Inn Fort Myers
,,,holiday inn downtown historic,Holiday Inn Downtown Historic Fort Myers
,,,crestwood suites,Crestwood Suites Fort Myers
,,,la quinta inn fort myers,La Quinta Inn Central Fort Myers

,,,Hotel Matched : 6,Hotel Not Matched : 3

,,naples central
,,,bellasera hotel,Bellasera Hotel Naples (Florida)
,,,naples bay resort,Naples Bay Resort (Florida)
,,,doubletree guest suites,Doubletree Guest Suites Naples (Florida)
,,,residence inn,Residence Inn Naples (Florida)
,,,fairfield inn and suites naples,Fairfield Inn & Suites Downtown Naples (Florida)
,,,la quinta downtown,La Quinta Inn & Suites Downtown Naples (Florida)

,,,Hotel Matched : 6,Hotel Not Matched : 1

,jacksonville
,,southpoint - butler blvd
,,,courtyard butler blvd,Courtyard Hotel Butler Boulevard Jacksonville (Florida)
,,,hilton garden inn jtbdeerwood park,Hilton Garden Inn Deerwood Park Jacksonville
,,,marriott,Marriott Hotel Jacksonville (Florida)
,,,radisson,Radisson Hotel Butler Boulevard Jacksonville (Florida)
,,,sheraton,Sheraton Hotel Jacksonville (Florida)
,,,best western hotel jtb southpoint,Best Western Hotel Southpoint Jacksonville
,,,springhill suites,Springhill Suites Deerwood Jacksonville
,,,wingate inn,Wingate Inn South Jacksonville
,,,extended stayamerica butler blvd,Extended Stay America Hotel Butler Jacksonville (Florida)
,,,microtel inn and suites,Microtel Inn & Suites Jacksonville
,,,homestead suites southside,Homestead Studio Suites Southside Jacksonville (Florida)

,,,Hotel Matched : 11,Hotel Not Matched : 2

,,airport jax - north
,,,aloft airport,Aloft Hotel Airport Jacksonville
,,,courtyard airport,Courtyard Hotel Airport Northeast Jacksonville (Florida)
,,,crowne plaza,Crowne Plaza Hotel Airport Jacksonville
,,,hyatt place airport,Hyatt Place Hotel Airport Jacksonville (Florida)
,,,best western,Best Western Hotel Airport Jacksonville (Florida)

,,,Hotel Matched : 5,Hotel Not Matched : 0

,,orange park
,,,holiday inn hotel and suites,Holiday Inn Hotel & Suites Orange Park
,,,la quinta,La Quinta Inn & Suites Mandarin San Jose Jacksonville (Florida)

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,amelia island - fernandina beach
,,,amelia hotel,Amelia Hotel Amelia Island
,,,residence inn,Residence Inn Amelia Island

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,southeast - baymeadows
,,,embassy suites baymeadows,Embassy Suites Baymeadows Jacksonville (Florida)
,,,holiday inn jacksonville south,Holiday Inn South Jacksonville
,,,holiday inn jacksonville s,Holiday Inn Baymeadows Jacksonville (Florida)
